school_id,school_name,district,block,total_enrolled_students,school_type,medium,avg_attendance_rate,total_attendance_records,proxy_attendance_records,proxy_attendance_rate,count_anomaly_records,count_anomaly_rate,total_mdm_quantity_kg,total_mdm_records,total_mdm_cost,avg_mdm_cost,mdm_regularity_rate,unique_vendors,unique_grain_types,assessed_facilities,functional_facilities,infrastructure_deficit_index,average_test_score,total_assessments,subjects_assessed,student_welfare_risk_score,risk_level
SCH0013,Govt. Middle School Contractor,Bathinda,Bathinda,388,Secondary,Punjabi,82.84126159991753,30,1,3.3333333333333335,0,0.0,957.2999999999996,28,56817.0,2029.1785714285713,84.84848484848484,10,8,5,5.0,0.0,66.29736842105262,19,6,0,Low
SCH0014,Govt. Senior Secondary School Soman,Jalandhar,Phillaur,41,Secondary,Punjabi,79.7090337708001,35,1,2.857142857142857,2,5.714285714285714,604.7999999999998,18,44058.0,2447.6666666666665,54.54545454545455,9,7,5,2.533333333333333,49.333333333333336,73.75952380952383,21,6,2,Moderate
SCH0015,Govt. Primary School Brahmbhatt,Bathinda,Maur,118,Upper Primary,Punjabi,78.99619528618524,33,0,0.0,2,6.0606060606060606,539.3999999999999,16,35079.0,2192.4375,48.484848484848484,8,4,5,3.5,30.0,66.56785714285715,14,5,3,Moderate
SCH0016,Govt. Senior Secondary School Varughese,Ludhiana,Ludhiana-I,225,Secondary,Punjabi,80.56476365408442,30,2,6.666666666666667,1,3.3333333333333335,723.6999999999997,21,53604.0,2552.5714285714284,63.63636363636363,11,7,5,3.9,22.000000000000004,65.73636363636363,11,5,0,Low
SCH0017,Govt. Elementary School Pandit,Amritsar,Tarn Taran,75,Upper Primary,Hindi,81.27162345753904,31,1,3.225806451612903,0,0.0,635.4999999999998,19,42797.0,2252.4736842105262,57.57575757575758,9,8,5,3.0,40.0,66.278125,16,4,1,Low
SCH0018,Govt. Elementary School Palla,Bathinda,Talwandi Sabo,148,Upper Primary,English,82.44651114425767,33,1,3.0303030303030303,2,6.0606060606060606,512.8999999999999,15,35061.0,2337.4,45.45454545454545,8,8,5,3.0,40.0,66.79583333333333,12,5,3,Moderate
SCH0019,Govt. Senior Secondary School Venkatesh,Sangrur,Dhuri,101,Primary,Punjabi,82.88745473450724,42,2,4.761904761904762,2,4.761904761904762,542.3999999999999,16,46008.0,2875.5,48.484848484848484,9,7,5,3.8476190476190473,23.047619047619055,67.05,14,5,1,Low
SCH0020,Govt. Primary School Soman,Amritsar,Amritsar-I,157,Primary,English,80.07340728023675,31,2,6.451612903225806,2,6.451612903225806,616.7999999999998,17,38934.0,2290.235294117647,51.515151515151516,10,6,5,3.5,30.0,58.185714285714276,14,5,3,Moderate
SCH0021,Govt. Elementary School Sami,Sangrur,Sunam,316,Higher Secondary,Hindi,81.52165850150044,33,2,6.0606060606060606,0,0.0,542.3999999999999,16,38617.0,2413.5625,48.484848484848484,7,6,5,2.0,60.0,61.910714285714285,14,5,3,Moderate
SCH0022,Govt. Primary School Aggarwal,Amritsar,Amritsar-I,377,Higher Secondary,Punjabi,85.27692947760615,23,3,13.043478260869565,0,0.0,834.2999999999996,24,57456.0,2394.0,72.72727272727273,9,7,5,4.466666666666667,10.666666666666664,68.27272727272727,11,4,1,Low
SCH0023,Govt. Senior Secondary School Bumb,Ludhiana,Machhiwara,412,Primary,Hindi,81.04832594250723,36,2,5.555555555555555,2,5.555555555555555,738.1999999999997,22,41694.0,1895.1818181818182,66.66666666666667,10,5,5,4.166666666666667,16.66666666666666,64.07619047619048,21,5,0,Low
SCH0024,Govt. Primary School Bhandari,Ferozepur,Unknown,182,Primary,Hindi,82.18840187199238,43,0,0.0,1,2.3255813953488373,889.1999999999997,25,49723.0,1988.92,75.75757575757575,10,8,5,3.466666666666667,30.666666666666664,73.93333333333334,9,3,0,Low
SCH0025,Govt. Elementary School Tella,Ludhiana,Ludhiana-I,425,Upper Primary,Punjabi,82.24191765021627,34,2,5.882352941176471,3,8.823529411764707,778.7999999999997,25,43686.0,1747.44,75.75757575757575,11,8,5,3.5,30.0,69.66363636363634,11,4,1,Low
SCH0026,Govt. Elementary School Narayan,Unknown,Ludhiana-Ii,234,Higher Secondary,Hindi,79.8596202163997,32,2,6.25,1,3.125,559.7999999999998,17,27551.0,1620.6470588235295,51.515151515151516,9,7,5,4.303571428571429,13.928571428571422,66.46000000000001,10,5,2,Moderate
SCH0027,Govt. Primary School Lal,Sangrur,Sunam,137,Primary,Punjabi,82.21860849508454,40,4,10.0,3,7.5,854.3999999999996,25,66584.0,2663.36,75.75757575757575,9,8,5,3.1666666666666665,36.66666666666667,61.17187500000001,16,4,4,High
SCH0028,Govt. Primary School Sengupta,Ludhiana,Machhiwara,297,Upper Primary,Punjabi,82.87717620002569,46,2,4.3478260869565215,4,8.695652173913043,687.8999999999997,21,35652.0,1697.7142857142858,63.63636363636363,9,9,5,4.261904761904762,14.761904761904763,70.30000000000001,9,5,1,Low
SCH0029,Govt. Primary School Lad,Amritsar,Amritsar-Ii,246,Upper Primary,Punjabi,78.57183116866695,25,0,0.0,0,0.0,784.3999999999997,22,57128.0,2596.7272727272725,66.66666666666667,10,7,5,4.0,20.0,64.609375,16,6,1,Low
SCH0030,Govt. Elementary School Kar,Moga,Bagha Purana,144,Secondary,English,79.42793069510925,39,0,0.0,1,2.5641025641025643,789.4999999999998,23,63984.0,2781.913043478261,69.6969696969697,9,6,5,3.1500000000000004,36.99999999999999,69.75,17,5,2,Moderate
SCH0031,Govt. Primary School Mohanty,Sangrur,Unknown,424,Primary,Hindi,80.17098942645008,30,2,6.666666666666667,0,0.0,633.3999999999999,18,44073.0,2448.5,54.54545454545455,8,8,5,3.0,40.0,67.04666666666667,15,5,1,Low
SCH0032,Govt. Senior Secondary School Narang,Bathinda,Maur,218,Upper Primary,Hindi,76.13483858248041,24,0,0.0,0,0.0,760.1999999999998,21,45226.0,2153.6190476190477,63.63636363636363,10,8,5,3.7619047619047623,24.761904761904752,64.23461538461538,13,4,1,Low
SCH0033,Govt. Primary School Shroff,Bathinda,Bathinda,381,Secondary,Hindi,81.90886196882256,43,5,11.627906976744185,2,4.651162790697675,664.5999999999998,20,47757.0,2387.85,60.60606060606061,8,8,5,3.766666666666666,24.66666666666668,65.98636363636363,11,4,1,Low
SCH0034,Govt. Senior Secondary School Kumar,Bathinda,Bathinda,94,Upper Primary,Hindi,80.21525579603097,30,0,0.0,1,3.3333333333333335,507.8999999999998,16,42079.0,2629.9375,48.484848484848484,7,6,5,3.5,30.0,62.75,13,6,2,Moderate
SCH0035,Govt. Elementary School Setty,Bathinda,Talwandi Sabo,168,Primary,Punjabi,86.68307439191649,37,5,13.513513513513514,2,5.405405405405405,334.99999999999994,10,22821.0,2282.1,30.303030303030305,6,5,5,3.7333333333333334,25.333333333333332,66.49047619047622,21,6,2,Moderate
SCH0036,Govt. Elementary School Solanki,Ludhiana,Doraha,434,Secondary,Punjabi,81.9027840943659,37,4,10.81081081081081,0,0.0,650.2999999999998,19,41754.0,2197.5789473684213,57.57575757575758,9,8,5,3.4166666666666665,31.666666666666668,69.81,10,5,1,Low
SCH0037,Govt. Middle School More,Ludhiana,Ludhiana-I,78,Upper Primary,Hindi,79.86663015947508,32,2,6.25,1,3.125,844.6999999999996,25,57668.0,2306.72,75.75757575757575,11,9,5,3.636363636363636,27.272727272727288,67.725,16,5,1,Low
SCH0038,Govt. Senior Secondary School Mandal,Ferozepur,Zira,61,Primary,Punjabi,83.16272878785959,37,3,8.108108108108109,2,5.405405405405405,893.5999999999997,26,49057.0,1886.8076923076924,78.78787878787878,10,9,5,2.5,50.0,69.47857142857143,14,6,2,Moderate
SCH0039,Govt. Senior Secondary School Baral,Moga,Nihal Singh Wala,357,Upper Primary,Punjabi,79.61981760224198,25,1,4.0,1,4.0,338.99999999999994,10,29584.0,2958.4,30.303030303030305,8,5,5,3.833333333333333,23.33333333333334,59.1409090909091,11,4,3,Moderate
SCH0040,Govt. Primary School Gole,Jalandhar,Nakodar,440,Upper Primary,Punjabi,79.74375856286318,38,2,5.2631578947368425,0,0.0,730.5999999999999,21,43758.0,2083.714285714286,63.63636363636363,9,7,5,3.6000000000000005,27.99999999999999,63.42857142857144,7,4,1,Low
SCH0041,Govt. Senior Secondary School Kuruvilla,Sangrur,Sunam,142,Higher Secondary,Hindi,80.92619034860563,29,2,6.896551724137931,1,3.4482758620689653,615.7999999999998,19,35335.0,1859.7368421052631,57.57575757575758,9,8,5,3.666666666666667,26.666666666666664,67.28999999999999,10,4,0,Low
SCH0042,Govt. Elementary School Bhatnagar,Ferozepur,Makhu,182,Secondary,Hindi,83.72375824023499,36,2,5.555555555555555,2,5.555555555555555,704.0999999999998,21,40037.0,1906.5238095238096,63.63636363636363,9,6,5,4.133333333333334,17.333333333333325,65.45,9,5,0,Low
SCH0043,Govt. Middle School Sachar,Moga,Unknown,99,Secondary,Hindi,81.98376343542944,26,1,3.8461538461538463,0,0.0,644.0999999999998,19,35349.0,1860.4736842105262,57.57575757575758,9,6,5,3.5714285714285716,28.571428571428566,63.62272727272727,11,5,0,Low
SCH0044,Govt. Primary School Rajagopalan,Ferozepur,Makhu,413,Higher Secondary,Hindi,88.00086035672149,30,1,3.3333333333333335,5,16.666666666666668,666.7999999999997,20,37025.0,1851.25,60.60606060606061,10,5,5,2.9999999999999996,40.000000000000014,68.9825,20,6,2,Moderate
SCH0045,Govt. Senior Secondary School Divan,Patiala,Samana,62,Primary,Punjabi,82.64438348008814,37,1,2.7027027027027026,3,8.108108108108109,684.6999999999997,20,48937.0,2446.85,60.60606060606061,8,7,5,3.4999999999999996,30.00000000000001,65.57499999999999,12,4,1,Low
SCH0046,Govt. Elementary School Mody,Moga,Bagha Purana,379,Secondary,English,84.44955534726084,28,3,10.714285714285714,2,7.142857142857143,344.2,10,21808.0,2180.8,30.303030303030305,7,5,5,3.75,25.0,67.06818181818181,11,4,3,Moderate
SCH0047,Govt. Senior Secondary School Karpe,Jalandhar,Jalandhar-Ii,255,Higher Secondary,English,85.4358645365837,30,3,10.0,2,6.666666666666667,629.2999999999998,19,47899.0,2521.0,57.57575757575758,10,9,5,3.6,28.0,68.51818181818182,11,4,2,Moderate
SCH0048,Govt. Middle School Chana,Ferozepur,Ferozepur,195,Higher Secondary,Punjabi,80.9033780592409,28,2,7.142857142857143,0,0.0,734.4999999999998,22,48044.0,2183.818181818182,66.66666666666667,10,8,3,3.0,0.0,60.56052631578948,19,6,2,Moderate
SCH0049,Govt. Middle School Purohit,Patiala,Rajpura,446,Upper Primary,Hindi,79.60155477385025,39,0,0.0,1,2.5641025641025643,546.5999999999999,16,33766.0,2110.375,48.484848484848484,7,7,5,4.25,15.0,62.53999999999999,15,5,3,Moderate
SCH0050,Govt. Senior Secondary School Tank,Moga,Moga-I,424,Secondary,Punjabi,81.64230819719732,39,2,5.128205128205129,1,2.5641025641025643,783.4999999999998,22,55064.0,2502.909090909091,66.66666666666667,10,7,5,2.7,45.99999999999999,70.01052631578948,19,5,1,Low
SCH0051,Govt. Senior Secondary School Sarkar,Patiala,Rajpura,352,Primary,Punjabi,88.73329313048963,31,2,6.451612903225806,4,12.903225806451612,588.5999999999998,18,42614.0,2367.4444444444443,54.54545454545455,11,7,5,3.761904761904762,24.761904761904763,68.32777777777778,9,4,1,Low
SCH0052,Govt. Primary School Kannan,Sangrur,Dhuri,164,Primary,Hindi,76.48075748295041,23,0,0.0,0,0.0,749.2999999999997,22,49868.0,2266.7272727272725,66.66666666666667,9,6,5,2.5,50.0,63.561764705882354,17,6,2,Moderate
SCH0053,Govt. Elementary School Tailor,Jalandhar,Phillaur,65,Primary,Hindi,83.2761073595299,31,0,0.0,3,9.67741935483871,799.3999999999997,24,42930.0,1788.75,72.72727272727273,10,7,5,3.5833333333333335,28.333333333333332,62.8735294117647,17,6,2,Moderate
SCH0054,Govt. Elementary School Bajwa,Moga,Nihal Singh Wala,353,Higher Secondary,Punjabi,81.81333871786667,38,1,2.6315789473684212,0,0.0,586.4999999999999,17,40239.0,2367.0,51.515151515151516,10,9,3,2.0,33.333333333333336,68.69999999999999,11,6,1,Low
SCH0055,Govt. Elementary School Sem,Sangrur,Malerkotla,424,Secondary,English,83.57121899622807,35,4,11.428571428571429,2,5.714285714285714,744.2999999999997,22,46140.0,2097.2727272727275,66.66666666666667,8,9,5,2.8333333333333335,43.33333333333333,63.533333333333324,12,6,2,Moderate
SCH0056,Govt. Primary School Nagar,Sangrur,Sangrur,405,Secondary,Hindi,83.05308064267867,26,2,7.6923076923076925,1,3.8461538461538463,688.4999999999998,20,47297.0,2364.85,60.60606060606061,11,6,5,4.1000000000000005,17.99999999999999,68.29642857142856,14,5,1,Low
SCH0057,Govt. Elementary School Wagle,Ferozepur,Zira,401,Higher Secondary,Hindi,80.21206133593044,44,2,4.545454545454546,1,2.272727272727273,730.2999999999998,22,42462.0,1930.090909090909,66.66666666666667,9,8,5,3.1666666666666665,36.66666666666667,71.99285714285715,14,6,1,Low
SCH0058,Govt. Elementary School Savant,Ferozepur,Mamdot,434,Primary,English,78.19190403832668,22,1,4.545454545454546,0,0.0,624.4999999999998,18,34657.0,1925.388888888889,54.54545454545455,9,6,5,3.05,39.00000000000001,62.43000000000001,5,4,3,Moderate
SCH0059,Govt. Middle School Barman,Bathinda,Talwandi Sabo,254,Upper Primary,Punjabi,85.6957154609349,36,3,8.333333333333334,4,11.11111111111111,760.0999999999997,22,60021.0,2728.2272727272725,66.66666666666667,8,8,5,3.3055555555555554,33.88888888888889,65.73333333333333,15,5,2,Moderate
SCH0060,Govt. Elementary School Srinivas,Ferozepur,Makhu,382,Higher Secondary,Hindi,78.25290287531065,31,1,3.225806451612903,1,3.225806451612903,628.5999999999999,19,40366.0,2124.5263157894738,57.57575757575758,10,7,5,3.1666666666666665,36.66666666666667,69.55454545454546,11,4,2,Moderate
SCH0061,Govt. Elementary School Dhawan,Ludhiana,Machhiwara,343,Primary,Punjabi,85.01583950270606,40,2,5.0,2,5.0,718.0999999999997,22,48090.0,2185.909090909091,66.66666666666667,9,8,5,3.0,40.0,62.32142857142857,7,3,2,Moderate
SCH0062,Govt. Middle School Pradhan,Jalandhar,Jalandhar-I,173,Upper Primary,Punjabi,79.91836541417928,33,1,3.0303030303030303,0,0.0,524.3999999999999,15,31964.0,2130.9333333333334,45.45454545454545,8,7,5,2.958333333333333,40.833333333333336,67.9375,12,5,3,Moderate
SCH0063,Govt. Primary School Singhal,Bathinda,Talwandi Sabo,169,Higher Secondary,English,78.09708365828196,36,1,2.7777777777777777,1,2.7777777777777777,802.6999999999998,22,44745.0,2033.8636363636363,66.66666666666667,9,7,5,3.2380952380952386,35.23809523809523,73.30000000000001,9,5,1,Low
SCH0064,Govt. Senior Secondary School Nayar,Patiala,Patiala,439,Primary,Punjabi,79.4349027516326,39,1,2.5641025641025643,2,5.128205128205129,829.2999999999997,25,44885.0,1795.4,75.75757575757575,10,8,5,3.375,32.5,69.7,7,3,1,Low
SCH0065,Govt. Senior Secondary School Palla,Jalandhar,Jalandhar-Ii,104,Primary,English,83.97700751461987,27,1,3.7037037037037037,3,11.11111111111111,628.1999999999998,19,47414.0,2495.4736842105262,57.57575757575758,10,6,5,3.4999999999999996,30.00000000000001,69.22857142857141,14,6,1,Low
SCH0066,Govt. Senior Secondary School Devan,Moga,Moga-Ii,350,Primary,Punjabi,75.65661030643182,31,0,0.0,0,0.0,444.6999999999999,13,28359.0,2181.4615384615386,39.39393939393939,8,5,5,3.8333333333333335,23.333333333333332,66.00357142857142,14,5,2,Moderate
SCH0067,Govt. Senior Secondary School Dewan,Ludhiana,Unknown,334,Higher Secondary,Hindi,83.78818589375794,31,2,6.451612903225806,2,6.451612903225806,471.69999999999993,13,29851.0,2296.230769230769,39.39393939393939,8,8,5,3.6964285714285716,26.071428571428566,64.7653846153846,13,4,2,Moderate
SCH0068,Govt. Primary School Mangat,Amritsar,Ajnala,390,Primary,Punjabi,83.37568469530956,31,5,16.129032258064516,0,0.0,691.7999999999998,20,52985.0,2649.25,60.60606060606061,9,8,5,4.0,20.0,57.587500000000006,8,4,2,Moderate
SCH0069,Govt. Elementary School Mital,Moga,Moga-I,299,Primary,English,81.6767490975663,31,1,3.225806451612903,1,3.225806451612903,450.9999999999999,14,31727.0,2266.214285714286,42.42424242424242,7,7,5,4.0,20.0,64.58749999999999,8,4,1,Low
SCH0070,Govt. Elementary School Nair,Sangrur,Sunam,262,Secondary,Hindi,81.71193963085342,34,2,5.882352941176471,1,2.9411764705882355,533.5999999999999,17,44372.0,2610.1176470588234,51.515151515151516,5,7,5,4.0,20.0,68.26363636363637,11,6,1,Low
SCH0071,Govt. Elementary School Comar,Bathinda,Rampura Phul,165,Primary,Punjabi,79.5625181361385,40,0,0.0,1,2.5,788.7999999999997,24,41383.0,1724.2916666666667,72.72727272727273,10,8,5,3.871428571428571,22.57142857142858,63.58636363636363,11,5,1,Low
SCH0072,Govt. Senior Secondary School Sengupta,Ferozepur,Makhu,54,Secondary,English,80.35726544800276,30,1,3.3333333333333335,0,0.0,655.0999999999998,19,48351.0,2544.7894736842104,57.57575757575758,9,8,5,4.071428571428571,18.571428571428577,65.61666666666667,21,6,0,Low
SCH0073,Govt. Senior Secondary School Shah,Moga,Unknown,345,Secondary,Punjabi,82.37471199303839,36,2,5.555555555555555,1,2.7777777777777777,761.7999999999997,23,44294.0,1925.8260869565217,69.6969696969697,11,6,5,4.133333333333334,17.333333333333325,72.27083333333334,12,4,0,Low
SCH0074,Govt. Primary School Parmer,Sangrur,Unknown,393,Higher Secondary,Hindi,84.19875405213513,38,3,7.894736842105263,2,5.2631578947368425,750.6999999999998,21,56772.0,2703.4285714285716,63.63636363636363,9,7,5,2.6,48.0,63.69230769230769,13,5,2,Moderate
SCH0075,Govt. Middle School Mody,Ferozepur,Zira,196,Secondary,Hindi,80.54577447072293,36,1,2.7777777777777777,1,2.7777777777777777,530.4999999999999,16,29172.0,1823.25,48.484848484848484,10,6,5,2.6333333333333337,47.33333333333333,67.85,8,3,2,Moderate
SCH0076,Govt. Primary School Oommen,Moga,Bagha Purana,399,Secondary,English,83.42463422329415,31,2,6.451612903225806,2,6.451612903225806,625.7999999999998,18,32224.0,1790.2222222222222,54.54545454545455,10,7,5,4.133333333333334,17.333333333333325,66.54500000000002,20,5,1,Low
SCH0077,Govt. Middle School Buch,Amritsar,Amritsar-Ii,138,Higher Secondary,Hindi,78.92354874517508,34,1,2.9411764705882355,1,2.9411764705882355,735.3999999999997,22,40997.0,1863.5,66.66666666666667,9,7,5,2.9999999999999996,40.000000000000014,67.43333333333334,12,5,2,Moderate
SCH0078,Govt. Senior Secondary School Bhavsar,Bathinda,Maur,224,Primary,Punjabi,83.05684307294507,38,3,7.894736842105263,2,5.2631578947368425,588.3,16,42186.0,2636.625,48.484848484848484,8,7,5,3.2111111111111117,35.777777777777764,69.28333333333333,21,6,2,Moderate
SCH0079,Govt. Primary School Dash,Bathinda,Maur,366,Higher Secondary,Punjabi,82.25244322549003,32,1,3.125,1,3.125,758.5999999999997,23,46510.0,2022.1739130434783,69.6969696969697,11,8,5,5.0,0.0,67.01111111111112,9,5,0,Low
SCH0080,Govt. Elementary School Roy,Sangrur,Dhuri,214,Primary,Punjabi,78.7394020666452,35,1,2.857142857142857,1,2.857142857142857,790.5999999999997,23,50565.0,2198.478260869565,69.6969696969697,11,8,5,3.621212121212121,27.575757575757574,75.04444444444445,9,5,1,Low
SCH0081,Govt. Middle School Batta,Ferozepur,Unknown,77,Primary,Hindi,83.0179839690167,33,2,6.0606060606060606,3,9.090909090909092,807.7999999999997,23,38730.0,1683.9130434782608,69.6969696969697,10,5,5,3.4047619047619047,31.90476190476191,57.81764705882353,17,5,2,Moderate
SCH0082,Govt. Elementary School Mistry,Amritsar,Tarn Taran,350,Upper Primary,Punjabi,83.82833955982484,34,3,8.823529411764707,1,2.9411764705882355,420.8999999999999,12,28464.0,2372.0,36.36363636363637,7,5,5,3.8333333333333335,23.333333333333332,59.059999999999995,15,6,3,Moderate
SCH0083,Govt. Primary School Dutta,Bathinda,Talwandi Sabo,196,Primary,Hindi,79.20336128221668,37,0,0.0,1,2.7027027027027026,854.7999999999997,25,71193.0,2847.72,75.75757575757575,9,6,5,4.0,20.0,68.91785714285714,14,5,1,Low
SCH0084,Govt. Primary School Wali,Patiala,Samana,378,Upper Primary,Punjabi,80.55117151950901,44,3,6.818181818181818,2,4.545454545454546,865.9999999999997,25,60940.0,2437.6,75.75757575757575,8,7,5,3.6333333333333337,27.333333333333325,65.12857142857143,14,4,0,Low
SCH0085,Govt. Elementary School Bandi,Unknown,Unknown,189,Secondary,Hindi,79.1490755295443,33,1,3.0303030303030303,1,3.0303030303030303,454.6999999999999,14,27474.0,1962.4285714285713,42.42424242424242,8,4,5,3.6666666666666665,26.666666666666668,68.39999999999999,12,5,2,Moderate
SCH0086,Govt. Middle School Tata,Bathinda,Maur,257,Upper Primary,Punjabi,81.56175853995958,34,1,2.9411764705882355,1,2.9411764705882355,440.6999999999999,13,34856.0,2681.230769230769,39.39393939393939,9,7,5,3.925,21.500000000000004,62.92749999999999,20,6,2,Moderate
SCH0087,Govt. Elementary School Grewal,Ludhiana,Ludhiana-Ii,445,Secondary,Punjabi,79.51641273373545,27,0,0.0,1,3.7037037037037037,691.7999999999997,20,43026.0,2151.3,60.60606060606061,11,7,5,5.0,0.0,71.24230769230769,13,5,1,Low
SCH0088,Govt. Middle School Golla,Bathinda,Talwandi Sabo,264,Primary,Punjabi,83.68505916767894,25,0,0.0,1,4.0,708.1999999999997,21,39313.0,1872.047619047619,63.63636363636363,9,8,5,5.0,0.0,65.80416666666666,12,5,0,Low
SCH0089,Govt. Middle School Krishnamurthy,Amritsar,Amritsar-Ii,385,Primary,Hindi,82.29916431753745,20,1,5.0,0,0.0,677.9999999999998,20,38936.0,1946.8,60.60606060606061,10,5,5,3.1,38.0,64.05,16,5,1,Low
SCH0090,Govt. Elementary School Pingle,Sangrur,Dhuri,182,Higher Secondary,Punjabi,80.68721880488327,37,2,5.405405405405405,0,0.0,669.9999999999998,20,56475.0,2823.75,60.60606060606061,11,7,5,4.0,20.0,71.21000000000001,10,4,0,Low
SCH0091,Govt. Middle School Soman,Moga,Nihal Singh Wala,210,Primary,Punjabi,82.59784957240493,34,2,5.882352941176471,0,0.0,643.6999999999998,18,44109.0,2450.5,54.54545454545455,9,8,4,3.0,25.0,58.65,10,6,1,Low
SCH0092,Govt. Middle School Bawa,Bathinda,Talwandi Sabo,429,Higher Secondary,Punjabi,82.69736224352908,35,2,5.714285714285714,2,5.714285714285714,643.6999999999998,20,43568.0,2178.4,60.60606060606061,7,8,5,3.75,25.0,67.35416666666667,12,6,0,Low
SCH0093,Govt. Elementary School Bora,Ludhiana,Machhiwara,251,Secondary,Punjabi,79.0909381621842,31,1,3.225806451612903,2,6.451612903225806,690.2999999999997,21,54749.0,2607.095238095238,63.63636363636363,9,9,5,3.8666666666666667,22.666666666666664,64.35416666666667,12,6,2,Moderate
SCH0094,Govt. Elementary School Pingle,Patiala,Samana,321,Secondary,Hindi,79.94301906520388,23,0,0.0,1,4.3478260869565215,760.0999999999998,20,35593.0,1779.65,60.60606060606061,8,8,5,4.416666666666667,11.66666666666666,64.66428571428573,14,6,0,Low
SCH0095,Govt. Primary School Kanda,Patiala,Nabha,199,Higher Secondary,Punjabi,82.3356075894848,32,3,9.375,1,3.125,620.1999999999998,18,42045.0,2335.8333333333335,54.54545454545455,9,6,5,3.466666666666667,30.666666666666664,68.4090909090909,22,6,1,Low
SCH0096,Govt. Elementary School Walia,Jalandhar,Phillaur,406,Secondary,Hindi,84.03700709005402,39,1,2.5641025641025643,4,10.256410256410257,887.1999999999996,26,52669.0,2025.7307692307693,78.78787878787878,10,9,5,3.6305555555555555,27.388888888888893,73.73,15,5,1,Low
